,x_val,y_val,data_channel
0,8.071351489250084,12.003862812277857,1
1,8.03483467789811,12.018151183172188,1
2,8.049693850149,12.013622464147721,1
3,8.035079739701091,12.019209531851272,1
4,8.10952451465363,12.007809710436254,1
5,8.114940649620308,12.015288380295882,1
6,8.160853301865586,12.012296191924094,1
7,8.228600157756215,12.003461653112817,1
8,8.187774307588043,12.017818832904124,1
9,8.26683895115129,12.023128810416816,1
10,8.254601611303883,12.030747059207322,1
11,8.242841705836616,12.00447085393022,1
12,8.250468303151127,12.00220758819351,1
13,8.291297966402466,12.013576870830262,1
14,8.327112100757368,12.01740774029334,1
15,8.310440875393382,12.028073643886396,1
16,8.312973729372258,12.0031574948545,1
17,8.490878222059164,12.020627100743436,1
18,8.503488113253118,12.004983034205734,1
19,8.542360596081647,12.006629266740083,1
20,8.521567193549723,12.003081327589724,1
21,8.604665161056786,12.003107517100041,1
22,8.580806446702033,12.03055951043853,1
23,8.594941537626333,12.027567551471492,1
24,8.600502149558324,12.009228825952498,1
25,8.60197547596461,12.013961081957666,1
26,8.628761072128635,12.007399372372088,1
27,8.62137862178692,12.020863929575249,1
28,8.646581911617872,12.031437621218894,1
29,8.647223773704445,12.005624186895139,1
30,8.68354740352799,12.017563722800036,1
31,8.68700375193935,12.024511533723592,1
32,8.687303730363897,12.016254400693194,1
33,8.700277172120387,12.020475063144257,1
34,8.666809213144036,12.026271430643781,1
35,8.693375392224363,12.019062262682883,1
36,8.73779771557075,12.025041916069865,1
37,8.765504827282498,12.001713469515872,1
38,8.77988229311037,12.021411193678096,1
39,8.799737344952126,12.000646203194648,1
40,8.786174198996758,12.003658500702226,1
41,8.810569653820908,12.02601815553732,1
42,8.794202179954276,12.011579606608263,1
43,8.823745168509664,12.028629220062738,1
44,8.861977104731396,12.003289850955236,1
45,8.834671150229173,12.018833086465786,1
46,8.87920702984689,12.017912897970145,1
47,8.892401143868671,12.017772753084493,1
48,8.952459987114333,12.019113820182886,1
49,9.02753928387893,12.019663269201436,1
50,9.091943130973934,12.028039041225588,1
51,9.187600336273707,12.02050786970694,1
52,9.30018829629674,12.014538373523493,1
53,9.314286487169769,12.009203104645609,1
54,9.315300003019978,12.011650478733388,1
55,9.363702778736164,12.018442430484257,1
56,9.400308637253671,12.02376828112116,1
57,9.379279336110153,12.016716511957782,1
58,9.4295076210169,12.00539528089205,1
59,9.497264949417708,12.010892103568896,1
60,9.516152549292036,12.02368885364352,1
61,9.517420711987784,12.018689620299845,1
62,9.54402206008442,12.001776552979686,1
63,9.60203761642883,12.00722010478631,1
64,9.63424869560322,12.009527373063593,1
65,9.666222835778992,12.001279451824326,1
