x_val,y_val,data_channel
0.4610097115048142,0.7858193850230073,1
0.5530320959493157,0.7188608857844095,1
0.6363511671549051,0.21691882649995076,1
1.283188606229687,0.12237195919910271,1
1.872440298090643,0.5086664467970039,1
1.7207534815242664,0.3512225769492827,1
2.164125416507304,0.6607913874868309,1
2.950681887033103,0.4867832777213652,1
2.634607610545168,0.881814284641523,1
3.803203663080249,0.7550756357454201,1
3.973567826673949,0.6673919176183264,1
3.9106267900856215,0.45536547588146925,1
4.898721144160458,0.6637138596046201,1
4.53360880713181,0.8339324467288242,1
4.765096823458832,0.06800281249028228,1
5.024429103255116,0.7677551376099464,1
5.015463999746599,0.9142940363859706,1
5.3841955024006145,0.3483152884352182,1
6.144777912991251,0.8474157761113112,1
6.027677670018105,0.8670768916079102,1
6.4153919562805175,0.941498198952628,1
7.144629911191443,0.1545109049843415,1
7.190595298364753,0.8090320221967809,1
7.9807033029118,0.5080685852843169,1
8.312464646390502,0.4972358125711599,1
8.681194280511578,0.7173780092197363,1
9.781134376091124,0.5880745701683138,1
9.830396205774145,0.8902084281418802,1
9.943225340483757,0.4374484039330292,1
10.476215822882398,0.5419043132001327,1
10.139786001099123,0.01746681610183065,1
10.690045334001665,0.0978863418508179,1
11.584432454928093,0.024045094640443465,1
11.03770803047152,0.0255870897752678,1
11.733261578595085,0.7628044030279884,1
12.294888196016174,0.8352595078207539,1
12.06979719903989,0.08413941067118169,1
12.340914695929039,0.4230885479207218,1
13.812031442328621,0.3733363233723107,1
13.150171390505124,0.15251063296244494,1
13.730934864688486,0.5819596396675605,1
14.11581401450135,0.3757017843457935,1
14.068859344236051,0.709909049390391,1
15.028434091708617,0.5788088310518624,1
15.979928858265893,0.2406364158125246,1
15.017011231136376,0.5467546833681413,1
16.98183429727571,0.19827116040174564,1
16.605576201078264,0.1409341220535928,1
16.944303473288038,0.2035135486974683,1
17.401188833331474,0.5407788866534039,1
17.293070204324447,0.09209625697289481,1
17.56052999684163,0.055434666645028385,1
18.236549028182193,0.22422949006720827,1
18.75320302862128,0.7056644673946112,1
18.742777446845533,0.5742052289222611,1
18.934872945787628,0.8808890774851548,1
19.34843843270502,0.8843174281227825,1
19.392985886450447,0.27104686265977895,1
19.033097287281276,0.4376071350579146,1
19.17094575839234,0.5847699756121363,1
20.282569919074977,0.27035729174081025,1
20.99118587245384,0.5425366488061446,1
20.80734312329592,0.5353619133529529,1
20.002764205321295,0.6149533926423579,1
21.822656922107694,0.8468258936001479,1
21.147829423021783,0.4633424268253067,1
21.64179628714608,0.5318013126570972,1
21.776450682206647,0.7340135201574848,1
22.408218696289246,0.9736355988162875,1
22.856550296741283,0.32731441150935847,1
22.646061864745047,0.15565327315214417,1
22.431025869230726,0.35414773408234546,1
23.701489400028795,0.37477437428095794,1
23.319121028083195,0.4782188647867571,1
23.853360694441584,0.3466644461622125,1
23.195250076222266,0.7130578354691883,1
24.644951702414037,0.46850908891655585,1
24.20856654086458,0.8737330782237742,1
24.6667145853382,0.597487222185965,1
24.79181617241556,0.43714800039932067,1
25.10828443916634,0.33245874499722783,1
25.574082017471465,0.9443660890623246,1
25.921416243956948,0.9751666017417597,1
25.75592985974146,0.5124453938517423,1
26.680562761643408,0.35909900896769553,1
26.74136886230891,0.916514947136363,1
26.251001887620454,0.15451742534748703,1
26.447722830158572,0.43455219127346156,1
27.52040886273549,0.47206200727737946,1
27.406885541691082,0.4852389466485897,1
27.794189946783504,0.43654064888449473,1
27.188231285024937,0.6067252304336569,1
28.418579281899348,0.24100830033966059,1
28.74994282796092,0.4838333399610707,1
28.71268375695316,0.9229740635426464,1
28.84348789016797,0.23552562077156514,1
29.348782336340324,0.536110183503194,1
29.427981292321405,0.5197171377824447,1
29.63553699872773,0.44753719137906445,1
29.255320871478997,0.3125186417224822,1
30.51473381339055,0.6372982998407584,1
30.237063795271116,0.7312557567536645,1
30.608747883532047,0.586469856200667,1
30.07882096165587,0.10909217480488242,1
31.627138119666895,0.7803919554193948,1
31.075195780089462,0.30099424849850986,1
31.369082582586834,0.6774621607661557,1
31.70896489490523,0.937005683838688,1
32.92172656727992,0.6374209998979464,1
32.30987948943238,0.8053015585717579,1
32.22338396188069,0.0993992172195618,1
32.241553867168406,0.5602941904711256,1
33.76319804040426,0.3218103529765116,1
33.613855545326274,0.06572773624025396,1
33.097192881746054,0.30021315221334566,1
33.01030493278281,0.9005741083211943,1
34.837875981717445,0.807621279448722,1
34.03164516555084,0.19550000299250858,1
34.34545460614302,0.2474763050779546,1
34.104590583267765,0.019757766324645765,1
35.68709660171232,0.029757192700481827,1
35.496496132802896,0.08069725536789119,1
35.47584480244529,0.5051688455721827,1
36.45586295572168,0.5277949272346034,1
36.47186075063452,0.9918361130038378,1
36.316130788767765,0.3171208762952221,1
36.9078552512991,0.3421356331498462,1
37.25142951339068,0.43158996192055454,1
37.42032786839741,0.06730542935634021,1
37.63516085756086,0.9771036289252636,1
37.5296454515333,0.15939261479610412,1
38.86393011605535,0.9334282384364186,1
38.96269068243657,0.36128594287752125,1
38.44570494601229,0.16795151383410523,1
38.45602825452149,0.9328462389997579,1
39.7568279894051,0.8784943548614488,1
39.76692876240345,0.677244796522159,1
39.06186823573155,0.6735706712942728,1
39.59353566363483,0.21827099602960875,1
40.6642354565535,0.7511819232470456,1
40.37379120379009,0.05243403955343584,1
40.60862987153191,0.2956347332391247,1
40.027865237185274,0.8979563170421121,1
41.690362897971326,0.18168475325097566,1
41.87406439394122,0.5786405169120714,1
41.15302350952618,0.39233974085384904,1
42.847340275194455,0.34667902094597103,1
42.967622191946944,0.9396526678101303,1
42.18553434908991,0.8121755719410609,1
43.73164198627188,0.7540538843266705,1
43.749618133323125,0.9115129800686171,1
43.861362171688846,0.44672068748370786,1
44.79362387745881,0.5119981954213936,1
44.0483152853815,0.44947356189578336,1
44.13276882409338,0.3828906596289936,1
45.700432082370945,0.5428702901467445,1
45.437809186911274,0.3954842592798996,1
45.49630181549976,0.20707949712735063,1
46.28796340143571,0.015238679222354001,1
46.3612920902422,0.144836263700039,1
46.715404752854134,0.8710000107228444,1
47.877764825632354,0.31146877149939667,1
47.09488754460077,0.30081313340049365,1
47.79236054873176,0.3573341219205819,1
47.66695829638289,0.3755310686988471,1
48.99229237263339,0.6213035977058176,1
48.30234071374181,0.459153179670441,1
48.14912460968347,0.9640365441788938,1
48.828451552529614,0.3382503336916398,1
49.01788251354802,0.9873675104033897,1
49.856081899007066,0.3912222864041238,1
49.355266606661644,0.3065527022661392,1
49.985983821847796,0.6219886928367333,1
50.709751402784356,0.9147979110091164,1
50.19235955369696,0.5772817972965655,1
50.75268832774004,0.5453593373867867,1
50.22043118184125,0.6245648424566816,1
51.299528488527166,0.9364033185577395,1
51.40889642807004,0.2959657490686265,1
51.06091361498975,0.8623211303828233,1
51.42997494774608,0.24697174878489758,1
52.103310252231275,0.7813051114986043,1
52.28679785762739,0.6777974864058045,1
52.43214773729117,0.5948548350620031,1
52.24866349432234,0.3772947073830878,1
53.22084540162023,0.9629350528556466,1
53.793953099005584,0.7353641804618372,1
53.69007245160908,0.5673301896180424,1
53.72880894899767,0.5963262725160539,1
54.494140898348085,0.618397839494302,1
54.298973629138644,0.8268900210596781,1
54.662987715181195,0.6953743047192049,1
54.01350030918466,0.5612333200937941,1
55.6856440218901,0.6330530924151754,1
55.20015010712599,0.5910752317114214,1
55.746732082343804,0.8304674207480671,1
55.44452824286526,0.6823905262829935,1
56.49850968568001,0.547203908016673,1
56.332365131794724,0.9919651156458326,1
56.59402261894575,0.09576991967353543,1
56.172019377826146,0.07314455594655,1
57.982948936375074,0.36305944070466023,1
57.20414957115421,0.9898280786278408,1
57.42585596244254,0.45377241306635363,1
57.05166968665812,0.7640058822274602,1
58.74669739514211,0.24842048961867913,1
58.64980258371942,0.8182945503853305,1
58.72027416026177,0.215527203104516,1
58.806533281905416,0.6209903987132229,1
59.14499647017742,0.7809971857324287,1
59.11015747908099,0.8414830698678673,1
59.4188093114917,0.3087527517466455,1
59.835173621283374,0.4219468120485219,1
60.398315827621445,0.4748787573298886,1
60.220247958651726,0.28798332763190315,1
60.68672054968162,0.996659414902437,1
60.05242157383127,0.5856431643370643,1
61.54855235638819,0.20040293598004555,1
61.21301074800421,0.026961210000506775,1
61.34935806345013,0.6557853588226359,1
61.24925211601702,0.47410673313681273,1
62.6150959966925,0.5295305278982435,1
62.05053594493388,0.4463941602111926,1
62.715580144251895,0.5342525283546364,1
62.26789431637246,0.8892006536103406,1
63.8269538972619,0.8431085692543315,1
63.57163126065587,0.3076984358788487,1
63.41871055861238,0.07407957201737725,1
63.06521905835177,0.7038909081122017,1
64.0528386031834,0.05185983943313588,1
64.34230925114132,0.8468037937929398,1
64.6868468207258,0.9464219420942035,1
64.18836588545813,0.6156616758760999,1
65.89013053696117,0.3930525164774773,1
65.92776421158472,0.013889115789241124,1
65.67086111733029,0.8463096802380591,1
65.70240326872627,0.8713300942624201,1
66.4143466188493,0.06188137369564406,1
66.457020954113,0.2825461474931015,1
66.1623253997461,0.21274662476945183,1
66.30858829121348,0.7867847118151862,1
67.44319266157271,0.7077414104752937,1
67.09084307224505,0.0036568038673712167,1
67.18605860774218,0.8553318684275348,1
67.4135908879839,0.692348719279142,1
68.15727239716134,0.7087255952299043,1
68.67087976006307,0.20350671988152513,1
68.0412380616826,0.8535660588987876,1
68.30776243864149,0.11756402025839363,1
69.78927543919526,0.2202070777203068,1
69.69781629034492,0.32348234373546425,1
69.02984599112673,0.6003026996728431,1
69.43854333354635,0.5393772333306999,1
70.94325843956251,0.932078789734617,1
70.86446090813249,0.6685021460084745,1
70.33331679007232,0.7363719555351174,1
70.9613244562074,0.3798029447574457,1
71.32104342318335,0.6136491428457941,1
71.17132266126112,0.34633001174137434,1
71.798864729575,0.7875105349574557,1
